MONTH,DAY_OF_MONTH,DAY_OF_WEEK,UNIQUE_CARRIER,FL_NUM,ORIGIN,DEST,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,ARR_DELAY,CANCELLED,DIVERTED,AIR_TIME,DISTANCE
1,3,2,DL,2219,DTW,MSP,-6,15,1014,1037,3,-29,0,0,83,528
1,20,5,DL,2456,MCO,SEA,-3,15,727,953,8,-36,0,0,326,2554
1,21,6,DL,1766,MSP,IAH,-6,21,1150,1412,3,-28,0,0,142,1034
1,21,6,DL,2668,LGA,BOS,-4,13,1608,1650,5,-26,0,0,42,184
1,17,2,DL,157,SFO,ATL,3,26,1228,1928,13,0,0,0,240,2139
1,11,3,DL,1546,ATL,PHX,0,17,827,1011,10,-11,0,0,224,1587
1,12,4,DL,2537,SLC,DFW,-2,22,2044,2349,6,-11,0,0,125,989
1,20,5,DL,1537,ATL,LIT,-2,19,1653,1705,4,-7,0,0,72,453
1,12,4,DL,2131,LGA,DTW,8,30,1937,2105,8,-5,0,0,88,502
1,23,1,DL,2065,JFK,FLL,-6,40,1619,1841,4,-30,0,0,142,1069
1,10,2,DL,1186,JAX,ATL,12,13,1255,1344,11,7,0,0,49,270
1,10,2,DL,1798,ATL,ICT,0,8,928,1029,3,-10,0,0,121,782
1,2,1,DL,2121,KOA,LAX,22,17,1435,2122,29,21,0,0,287,2504
1,28,6,DL,1966,AVL,ATL,4,16,1325,1359,6,-12,0,0,34,164
1,8,7,DL,2270,LAX,MEM,64,33,1526,2031,6,60,0,0,185,1619
1,20,5,DL,2379,RDU,DTW,-3,10,1302,1426,6,-18,0,0,84,501
1,11,3,DL,1597,MSP,PHL,-1,33,1402,1707,7,12,0,0,125,980
1,3,2,DL,2295,SAN,SLC,8,11,1039,1258,4,-18,0,0,79,626
1,30,1,DL,2824,ATL,PNS,-1,16,2127,2114,4,-12,0,0,47,271
1,10,2,DL,423,JFK,LAX,-3,16,1158,1458,40,28,0,0,360,2475
1,7,6,DL,1829,OMA,SLC,72,11,1453,1630,12,99,0,0,157,840
1,9,1,DL,1150,HNL,LAX,-7,18,808,1530,17,7,0,0,322,2556
1,10,2,DL,1400,DTW,SLC,-3,12,1919,2112,13,7,0,0,233,1481
1,10,2,DL,839,DTW,LGA,-7,12,2200,2315,14,-21,0,0,75,502
1,20,5,DL,1273,FAY,ATL,-4,10,1250,1349,10,-21,0,0,59,331
1,4,3,DL,1154,IND,ATL,12,9,1212,1317,4,-10,0,0,65,432
1,18,3,DL,2206,ORF,ATL,-7,14,1622,1745,10,-26,0,0,83,516
1,13,5,DL,1191,ATL,EWR,19,22,1211,1348,4,11,0,0,97,746
1,14,6,DL,33,ATL,MCO,-4,15,2205,2304,3,-14,0,0,59,404
1,17,2,DL,846,MSN,DTW,-7,31,1419,1607,19,8,0,0,48,311
1,9,1,DL,2291,ATL,CLE,3,14,1942,2103,7,-8,0,0,81,554
1,3,2,DL,1938,ATL,DCA,-3,14,2221,2333,4,-16,0,0,72,547
1,23,1,DL,505,MKE,DTW,-9,7,1835,2024,11,-19,0,0,49,237
1,20,5,DL,2086,MCI,DTW,-3,14,1805,2023,8,-18,0,0,78,629
1,25,3,DL,611,LAX,HNL,-1,33,857,1220,7,-16,0,0,323,2556
1,25,3,DL,1495,ATL,EYW,-2,20,1118,1248,2,-5,0,0,90,646
1,10,2,DL,1619,PBI,LGA,-5,17,1452,1710,26,-4,0,0,138,1035
1,17,2,DL,1695,ATL,CMH,-2,12,1641,1747,2,-14,0,0,66,447
1,2,1,DL,1502,CVG,TPA,-6,14,728,922,3,-12,0,0,114,773
1,29,7,DL,2580,MSP,OKC,437,10,354,518,4,385,0,0,84,694
1,24,2,DL,2191,LAX,MSP,41,19,1410,1912,3,14,0,0,182,1535
1,14,6,DL,2186,OKC,ATL,84,25,1744,2020,4,87,0,0,96,761
1,28,6,DL,2318,MIA,LGA,-7,11,1115,1329,3,-44,0,0,134,1096
1,14,6,DL,2100,MCO,MSP,-3,22,719,918,4,-14,0,0,179,1310
1,20,5,DL,1136,ATL,RSW,0,12,1431,1548,4,-7,0,0,77,515
1,24,2,DL,1418,SLC,ATL,1,20,721,1218,12,-24,0,0,177,1590
1,10,2,DL,2444,DTW,TPA,-1,64,928,1142,4,34,0,0,134,983
1,5,4,DL,2529,ATL,CLE,9,14,2243,2400,6,-5,0,0,77,554
1,11,3,DL,1837,ATL,MCO,-1,14,1708,1810,8,-7,0,0,62,404
1,29,7,DL,2478,ATL,ORF,-6,20,1749,1859,13,0,0,0,70,516
1,4,3,DL,604,MSP,SFO,22,22,1524,1727,9,43,0,0,243,1589
1,18,3,DL,303,SJC,ATL,-4,12,2226,530,8,-11,0,0,244,2116
1,13,5,DL,1726,ATL,FLL,20,9,1448,1611,8,3,0,0,83,581
1,8,7,DL,82,MSY,ATL,8,10,1218,1419,11,0,0,0,61,425
1,22,7,DL,2233,MCI,ATL,-3,10,812,1043,8,-17,0,0,91,692
1,2,1,DL,2113,MSP,MCI,3,43,2058,2202,5,4,0,0,64,393
1,15,7,DL,1111,DCA,ATL,-5,11,1351,1516,7,-25,0,0,85,547
1,9,1,DL,1634,SEA,SLC,-4,13,724,955,7,-16,0,0,91,689
1,23,1,DL,832,ATL,RDU,68,20,1751,1849,5,75,0,0,58,356
1,5,4,DL,1661,PHL,ATL,50,15,1920,2110,24,51,0,0,110,666
1,5,4,DL,904,LGA,ATL,-1,19,718,920,8,-8,0,0,122,762
1,24,2,DL,1678,ATL,SRQ,-2,21,1045,1149,3,-3,0,0,64,444
1,21,6,DL,2392,DAY,ATL,-7,14,607,724,5,-21,0,0,77,432
1,27,5,DL,456,JFK,DEN,-5,30,1955,2131,11,-38,0,0,216,1626
1,10,2,DL,2309,ATL,STL,0,11,829,854,4,-3,0,0,85,484
1,26,4,DL,984,ATL,JFK,-1,14,2118,2253,9,-21,0,0,95,760
1,25,3,DL,1350,CHS,ATL,-9,27,1158,1248,8,-4,0,0,50,259
1,5,4,DL,2813,JFK,BOS,-6,25,1949,2030,2,-24,0,0,41,187
1,22,7,DL,847,ATL,DTW,0,13,1408,1530,9,-15,0,0,82,594
1,6,5,DL,34,ANC,SEA,-3,19,616,1013,7,-20,0,0,177,1448
1,22,7,DL,1186,JAX,ATL,2,14,1246,1345,10,7,0,0,59,270
1,4,3,DL,639,DCA,ATL,0,35,745,917,6,7,0,0,92,547
1,5,4,DL,2077,PDX,LAX,33,15,1333,1522,82,84,0,0,109,834
1,10,2,DL,1964,ATL,JAX,-1,10,1642,1723,5,-16,0,0,41,270
1,12,4,DL,1202,ATL,BOS,-2,16,1020,1222,5,-13,0,0,122,946
1,16,1,DL,2158,MSP,PSP,-1,12,1124,1229,9,-27,0,0,185,1454
1,15,7,DL,2553,SAT,ATL,-1,8,1653,1942,5,-19,0,0,109,874
1,8,7,DL,914,SLC,ORD,28,39,1502,1827,10,27,0,0,145,1250
1,19,4,DL,1927,FLL,ATL,-7,13,751,920,7,-14,0,0,89,581
1,10,2,DL,1443,GSO,ATL,-7,19,1424,1519,6,-19,0,0,55,306
1,7,6,DL,1572,TPA,ATL,86,29,1140,1244,31,117,0,0,64,406
1,15,7,DL,458,JFK,PHX,5,14,1844,2141,4,-28,0,0,297,2153
1,30,1,DL,1510,BHM,ATL,-2,31,549,726,7,10,0,0,37,134
1,4,3,DL,1833,MCO,ATL,-2,26,754,904,14,11,0,0,70,404
1,24,2,DL,750,DTW,MCO,-1,14,2008,2209,8,-34,0,0,121,957
1,13,5,DL,851,DCA,ATL,-3,18,1115,1238,7,-19,0,0,83,547
1,24,2,DL,377,ECP,ATL,-5,12,1437,1618,4,-25,0,0,41,240
1,16,1,DL,2153,DFW,MSP,-4,12,1448,1646,5,-17,0,0,118,852
1,23,1,DL,1128,MCO,DTW,-3,14,1918,2132,10,-7,0,0,134,957
1,23,1,DL,2395,SLC,OAK,1,16,1007,1043,7,-11,0,0,96,588
1,12,4,DL,1420,LAS,SEA,4,12,1846,2057,9,-12,0,0,131,867
1,29,7,DL,2584,MSP,MEM,226,11,27,143,5,171,0,0,76,700
1,16,1,DL,1232,LAX,SEA,0,29,1329,1545,4,-1,0,0,136,954
1,13,5,DL,1513,DTW,ATL,2,10,1646,1823,7,-18,0,0,97,594
1,8,7,DL,816,LAS,ATL,41,15,956,1608,4,15,0,0,192,1747
1,20,5,DL,2045,SEA,ANC,-6,18,1532,1736,6,-20,0,0,184,1448
1,12,4,DL,2344,DTW,PBI,16,17,1033,1304,4,-3,0,0,151,1086
1,9,1,DL,204,ATL,BHM,-5,21,2156,2125,6,-4,0,0,29,134
1,8,7,DL,206,MSP,MSY,-3,37,1034,1236,3,-7,0,0,122,1039
1,4,3,DL,2008,ATL,SAT,-5,20,1010,1127,7,-7,0,0,137,874
1,12,4,DL,263,MSP,DCA,-5,14,719,1009,3,-34,0,0,110,931
1,10,2,DL,2471,ATL,AUS,15,22,1508,1602,5,2,0,0,114,813
1,16,1,DL,2586,MSP,TUS,-3,20,1137,1339,5,-9,0,0,182,1298
1,24,2,DL,290,SLC,SEA,-7,12,1706,1747,5,-21,0,0,101,689
1,5,4,DL,1689,DTW,BNA,-6,32,726,740,5,-6,0,0,74,456
1,11,3,DL,1075,HSV,ATL,16,18,1134,1302,9,0,0,0,28,151
1,1,7,DL,1424,MCO,DTW,21,12,1247,1450,6,6,0,0,123,957
1,1,7,DL,2607,ATL,TPA,-3,23,849,947,5,-2,0,0,58,406
1,9,1,DL,54,IAH,ATL,-2,11,1848,2121,10,-13,0,0,93,689
1,5,4,DL,662,TPA,DTW,-5,11,831,1050,6,-7,0,0,139,983
1,26,4,DL,1336,MIA,SLC,3,11,659,949,5,-24,0,0,290,2088
1,2,1,DL,2404,SAN,JFK,1,18,729,1458,11,-25,0,0,269,2446
1,9,1,DL,2483,OKC,ATL,-12,10,1828,2100,5,-31,0,0,92,761
1,9,1,DL,2420,LGA,MSY,350,32,2012,2157,4,327,0,0,165,1183
1,26,4,DL,342,ATL,BNA,0,13,2133,2113,6,-11,0,0,40,214
1,3,2,DL,649,MSP,JFK,3,9,1516,1831,12,-3,0,0,135,1029
1,10,2,DL,1501,MSY,SLC,165,29,1639,1927,6,194,0,0,228,1428
1,27,5,DL,1389,CHS,ATL,12,20,1447,1540,9,13,0,0,53,259
1,1,7,DL,1337,GRR,MSP,-3,10,727,738,3,-21,0,0,71,408
1,16,1,DL,241,PHL,DTW,2,28,745,902,6,-7,0,0,77,453
1,17,2,DL,1336,MIA,SLC,-8,25,702,946,8,-24,0,0,284,2088
1,19,4,DL,2032,MCO,ATL,-4,13,834,936,13,-16,0,0,62,404
1,3,2,DL,1757,ATL,SNA,9,15,1029,1207,4,7,0,0,278,1919
1,27,5,DL,2136,ELP,ATL,40,14,1445,1855,6,7,0,0,130,1282
1,6,5,DL,1665,RSW,MSP,-7,16,1839,2049,4,-20,0,0,190,1416
1,10,2,DL,2670,LGA,BOS,3,16,1118,1200,7,-16,0,0,42,184
1,28,6,DL,2176,BNA,ATL,35,8,1813,1952,11,17,0,0,39,214
1,1,7,DL,46,FLL,JFK,-6,17,1211,1423,5,-28,0,0,132,1069
1,26,4,DL,1177,ATL,CLT,-5,20,1650,1731,7,-11,0,0,41,226
1,9,1,DL,459,JFK,SFO,11,27,848,1223,9,35,0,0,395,2586
1,24,2,DL,2573,MDW,ATL,-5,10,1413,1634,6,-28,0,0,81,591
1,30,1,DL,1442,LAS,LAX,15,10,1125,1204,17,1,0,0,39,236
1,30,1,DL,999,MCI,DTW,-7,10,1405,1634,9,-17,0,0,89,629
1,26,4,DL,2807,FLL,ATL,-4,19,1205,1329,5,-17,0,0,84,581
1,27,5,DL,2622,TPA,MSP,-6,13,807,1014,3,-8,0,0,187,1306
1,27,5,DL,1364,MCI,ATL,0,11,1839,2108,4,-20,0,0,89,692
1,3,2,DL,2822,TPA,ATL,-5,14,1809,1919,12,-7,0,0,70,406
1,31,2,DL,1354,ATL,BNA,3,14,1802,1743,6,-4,0,0,41,214
1,19,4,DL,1704,ATL,MEM,-4,20,2121,2120,3,-6,0,0,59,332
1,6,5,DL,888,ATL,MSP,313,63,136,237,4,335,0,0,121,907
1,22,7,DL,835,ATL,TYS,82,30,1938,2008,7,94,0,0,30,152
1,22,7,DL,1530,ATL,BNA,-1,23,1247,1229,4,4,0,0,42,214
1,15,7,DL,1734,MSP,DTW,0,16,1211,1424,6,-4,0,0,73,528
1,30,1,DL,936,ATL,SFO,-2,15,2129,2310,9,-28,0,0,281,2139
1,11,3,DL,838,ATL,RDU,-5,17,1947,2046,3,-11,0,0,59,356
1,28,6,DL,1223,LAX,CVG,-5,15,1230,1930,3,8,0,0,240,1900
1,2,1,DL,506,SJU,ATL,11,25,1550,1843,22,40,0,0,233,1547
1,21,6,DL,1282,DTW,FLL,-2,14,1215,1501,10,-3,0,0,166,1127
1,31,2,DL,1690,ATL,BDL,-4,16,1427,1613,12,-5,0,0,106,859
1,15,7,DL,1379,BHM,ATL,-5,10,1220,1352,12,-16,0,0,32,134
1,6,5,DL,2032,MCO,ATL,1,17,848,954,5,-10,0,0,66,404
1,4,3,DL,2342,JAX,ATL,-1,12,1426,1510,9,-19,0,0,44,270
1,7,6,DL,983,SLC,LAX,24,28,1557,1627,24,43,0,0,90,590
1,10,2,DL,2020,ATL,HOU,-2,25,2145,2228,7,-13,0,0,103,696
1,5,4,DL,2444,DTW,TPA,-2,54,932,1141,3,12,0,0,129,983
1,11,3,DL,36,LAS,SEA,-2,10,1514,1722,6,-28,0,0,128,867
1,31,2,DL,1190,ATL,CAK,-7,13,904,1025,5,-6,0,0,81,528
1,27,5,DL,2836,ATL,MSP,-2,20,1108,1218,3,-13,0,0,130,907
1,20,5,DL,1365,ATL,PIT,-2,13,1807,1917,6,-20,0,0,70,526
1,24,2,DL,2563,ATL,IAD,-2,15,739,856,3,-8,0,0,77,534
1,5,4,DL,1302,ATL,SDF,-3,10,1042,1135,5,-13,0,0,53,321
1,5,4,DL,201,ATL,MSP,-1,34,913,1030,7,17,0,0,137,907
1,25,3,DL,2647,IAH,ATL,-8,14,706,934,5,-21,0,0,88,689
1,20,5,DL,2374,SEA,ATL,19,13,2327,647,5,18,0,0,260,2182
1,24,2,DL,2248,ATL,ORD,0,19,916,954,4,-5,0,0,98,606
1,8,7,DL,1578,ATL,BHM,11,14,1550,1519,4,4,0,0,29,134
1,28,6,DL,736,MSP,LAX,-4,11,1137,1234,10,-51,0,0,177,1535
1,2,1,DL,542,PHX,DTW,28,11,1607,2102,9,-5,0,0,175,1671
1,23,1,DL,1774,GSO,ATL,-2,38,1927,2023,5,3,0,0,56,306
1,22,7,DL,1708,MCO,DTW,77,16,1801,2001,12,62,0,0,120,957
1,29,7,DL,997,LAS,JFK,9,18,2337,704,3,4,0,0,267,2248
1,2,1,DL,2277,ATL,IAD,31,12,1324,1436,6,19,0,0,72,534
1,17,2,DL,2208,DTW,STL,-1,18,1542,1555,3,-18,0,0,73,440
1,17,2,DL,2198,BWI,DTW,5,11,1325,1441,4,0,0,0,76,409
1,22,7,DL,1442,LAS,LAX,104,36,1320,1428,16,144,0,0,68,236
1,19,4,DL,1329,MSP,DCA,-3,17,2004,2303,3,-27,0,0,119,931
1,3,2,DL,2310,DFW,ATL,-6,12,1121,1359,12,-14,0,0,98,731
1,23,1,DL,2376,ATL,ROC,85,15,1056,1233,3,77,0,0,97,749
1,3,2,DL,2439,ATL,DAB,-4,12,1528,1627,4,-8,0,0,59,366
1,21,6,DL,1705,BHM,ATL,57,11,908,1039,12,46,0,0,31,134
1,31,2,DL,2468,ATL,HOU,21,11,847,928,4,-6,0,0,101,696
1,21,6,DL,2247,ATL,ECP,14,9,1740,1723,2,3,0,0,43,240
1,18,3,DL,1963,DCA,ATL,-5,15,610,739,6,-12,0,0,89,547
1,19,4,DL,806,DCA,DTW,-11,18,1227,1332,6,-22,0,0,65,405
1,24,2,DL,1737,SLC,BOI,-3,16,2228,2311,3,-28,0,0,43,290
1,25,3,DL,788,CLT,ATL,-3,30,1727,1814,7,-11,0,0,47,226
1,9,1,DL,1756,SLC,SFO,33,18,2251,2333,6,18,0,0,102,599
1,2,1,DL,2484,ATL,JAX,22,12,1544,1630,5,15,0,0,46,270
1,10,2,DL,1408,OAK,SLC,-2,17,615,828,21,0,0,0,73,588
1,3,2,DL,2057,MSP,BIS,-1,17,2230,2330,3,-14,0,0,60,386
1,22,7,DL,746,RDU,ATL,173,27,2026,2129,5,164,0,0,63,356
1,28,6,DL,1814,PNS,ATL,-3,25,1622,1805,5,-12,0,0,43,271
1,5,4,DL,2182,MSP,FLL,0,26,741,1142,5,-16,0,0,181,1487
1,11,3,NK,387,CAK,MCO,-12,10,658,852,12,-24,0,0,114,861
1,31,2,NK,358,MCO,PHL,-1,14,823,1026,8,5,0,0,123,861
1,21,6,NK,111,LAS,SAN,-8,11,822,906,5,-13,0,0,44,258
1,2,1,NK,906,DEN,IAH,2,12,1609,1906,7,-3,0,0,117,862
1,4,3,NK,810,MSY,DTW,-13,10,1301,1613,16,-3,0,0,132,926
1,3,2,NK,847,LGA,ORD,-10,26,856,948,37,11,0,0,112,733
1,19,4,NK,957,LAX,OAK,-12,10,1911,2016,9,-5,0,0,65,337
1,10,2,NK,304,MCO,ACY,-7,13,2106,2255,4,-6,0,0,109,852
1,9,1,NK,305,BWI,FLL,110,11,1226,1430,7,90,0,0,124,925
1,26,4,NK,609,BOS,FLL,-4,21,1127,1431,6,-9,0,0,184,1237
1,17,2,NK,468,LAS,MSY,0,11,943,1442,5,4,0,0,179,1500
1,25,3,NK,448,ACY,TPA,21,8,1923,2138,3,11,0,0,135,913
1,29,7,NK,910,MCO,ORD,-3,13,645,809,24,0,0,0,144,1005
1,14,6,NK,396,LAS,PHL,-9,15,1226,1928,12,-16,0,0,242,2176
1,1,7,NK,183,LBE,RSW,-8,9,1332,1549,3,-22,0,0,137,956
1,29,7,NK,345,MSP,PHX,-5,16,1010,1147,9,-32,0,0,157,1276
1,2,1,NK,787,LAS,SAN,51,15,1951,2036,10,46,0,0,45,258
1,20,5,NK,427,MSP,TPA,-10,12,1502,1840,2,-28,0,0,158,1306
1,30,1,NK,1069,CLE,LAS,19,11,1934,2044,6,14,0,0,250,1824
1,28,6,NK,541,ATL,TPA,0,15,1407,1511,10,3,0,0,64,406
1,30,1,NK,761,ORD,MSP,-11,14,903,1012,9,-8,0,0,69,334
1,8,7,NK,217,IAH,LAX,1,14,828,940,7,-6,0,0,192,1379
1,16,1,NK,737,ORD,LAX,-8,40,632,814,10,-2,0,0,222,1744
1,24,2,NK,770,ATL,DTW,-10,20,1700,1837,11,-1,0,0,97,594
1,2,1,NK,369,BWI,ORD,3,12,1845,1940,16,12,0,0,115,622
1,8,7,NK,763,MSP,LAS,-3,12,2015,2125,9,2,0,0,190,1299
1,27,5,NK,930,LAX,DEN,4,14,2058,2355,8,5,0,0,117,862
1,7,6,NK,121,ORD,RSW,80,23,843,1218,4,90,0,0,155,1120
1,2,1,NK,171,LGA,FLL,46,13,1629,1913,8,33,0,0,164,1076
1,11,3,NK,904,DFW,MCO,-6,15,1629,1931,10,-8,0,0,122,985
1,3,2,NK,1068,LAS,CLE,-3,12,921,1540,8,-20,0,0,199,1824
1,25,3,NK,428,TPA,MSP,-8,12,2056,2251,6,-14,0,0,175,1306
1,10,2,NK,563,ORD,SAN,-8,35,1117,1329,11,31,0,0,252,1723
1,19,4,NK,937,BOS,RSW,-8,20,627,924,6,-27,0,0,177,1249
1,9,1,NK,149,EWR,MCO,-1,20,1034,1237,11,-11,0,0,123,937
1,8,7,NK,562,LAS,DEN,41,12,848,1109,7,35,0,0,81,628
1,11,3,NK,739,LAX,SEA,26,12,643,854,9,8,0,0,131,954
1,5,4,NK,303,ACY,MCO,3,7,1745,1950,14,-4,0,0,125,852
1,28,6,NK,847,LGA,ORD,-12,13,841,927,15,-32,0,0,106,733
1,15,7,NK,478,FLL,ORD,-5,14,908,1043,6,-23,0,0,155,1182
1,3,2,NK,250,MCO,MSP,-10,15,1135,1347,10,-6,0,0,192,1310
1,5,4,NK,481,MSP,ATL,-4,11,1121,1424,9,-11,0,0,123,907
1,26,4,NK,416,FLL,IAG,4,10,2304,137,7,0,0,0,153,1176
1,18,3,NK,525,EWR,FLL,-9,24,1540,1801,9,-17,0,0,141,1065
1,14,6,NK,936,RSW,ACY,-12,10,1011,1213,5,-12,0,0,122,982
1,3,2,NK,202,DFW,BWI,3,14,1337,1652,6,-10,0,0,135,1217
1,2,1,NK,342,PHX,MSP,40,10,1557,1924,8,22,0,0,147,1276
1,28,6,NK,612,MSP,ORD,17,15,708,808,20,18,0,0,60,334
1,13,5,NK,188,OAK,LAS,-5,11,606,716,7,1,0,0,70,407
1,20,5,NK,220,RSW,ORD,-18,16,1200,1347,20,1,0,0,167,1120
1,28,6,NK,202,DFW,BWI,6,14,1340,1700,9,1,0,0,140,1217
1,24,2,NK,639,DTW,TPA,-13,16,1028,1239,7,-18,0,0,131,983
1,10,2,NK,424,LAX,MSP,5,17,1017,1512,8,-12,0,0,175,1535
1,31,2,NK,815,BWI,ORD,-5,13,608,701,6,-7,0,0,113,622
1,7,6,NK,713,MCO,IAH,75,13,1501,1613,8,66,0,0,132,854
1,30,1,NK,957,LAX,OAK,15,18,1946,2041,7,18,0,0,55,337
1,27,5,NK,640,LAS,BOS,-12,14,2202,535,8,-9,0,0,273,2381
1,31,2,NK,387,CAK,MCO,-3,27,724,916,8,-4,0,0,112,861
1,31,2,NK,958,RSW,BOS,-21,8,2046,2314,8,-37,0,0,148,1249
1,18,3,NK,565,ATL,MCO,-10,16,1251,1354,9,-9,0,0,63,404
1,15,7,NK,667,BWI,DFW,-6,8,1002,1200,9,-19,0,0,178,1217
1,28,6,NK,525,EWR,FLL,-11,11,1525,1800,4,-23,0,0,155,1065
1,2,1,NK,939,DEN,PHX,35,11,1317,1456,7,41,0,0,99,602
1,20,5,NK,282,RSW,CAK,-4,7,1018,1234,4,-11,0,0,136,991
1,16,1,NK,478,DEN,LAX,38,12,1549,1640,9,24,0,0,111,862
1,12,4,NK,403,LAX,ATL,10,18,958,1628,14,-2,0,0,210,1946
1,10,2,NK,910,MCO,ORD,-4,11,642,809,10,-14,0,0,147,1005
1,25,3,NK,779,LGA,FLL,2,36,2107,2341,7,11,0,0,154,1076
1,25,3,NK,240,FLL,BWI,-4,13,2044,2241,7,-12,0,0,117,925
1,25,3,NK,163,DFW,ATL,-1,11,700,927,6,-20,0,0,87,731
1,31,2,NK,650,TPA,DTW,-8,13,705,928,14,8,0,0,143,983
1,28,6,NK,267,PHL,LAX,-6,13,616,829,8,-33,0,0,313,2402
1,14,6,NK,763,ORD,MSP,-8,11,1731,1833,5,-21,0,0,62,334
1,23,1,NK,938,RSW,ACY,52,16,2153,8,8,74,0,0,135,982
1,2,1,NK,947,DEN,LAX,-5,29,739,902,12,30,0,0,143,862
1,26,4,NK,192,OAK,LAS,6,10,1125,1231,5,4,0,0,66,407
1,10,2,NK,253,LAX,SEA,-4,12,1753,2003,8,-23,0,0,130,954
1,28,6,NK,403,LAX,ATL,-2,10,938,1630,8,-6,0,0,232,1946
1,4,3,NK,350,MYR,ACY,38,8,2209,2305,5,30,0,0,56,466
1,15,7,NK,424,LAX,MSP,19,11,1025,1529,9,6,0,0,184,1535
1,24,2,NK,610,FLL,BOS,-3,16,718,1015,9,14,0,0,177,1237
1,5,4,NK,734,DFW,DTW,0,12,2042,2345,7,-7,0,0,123,986
1,18,3,NK,693,BWI,LAS,-3,24,906,1051,6,-7,0,0,285,2106
1,6,5,NK,517,CAK,FLL,-8,9,1046,1310,6,-18,0,0,144,1026
1,24,2,NK,214,LAS,DFW,-11,9,57,449,8,-26,0,0,112,1055
1,29,7,NK,124,RSW,ORD,-7,12,1709,1846,20,-1,0,0,157,1120
1,2,1,NK,450,FLL,PBG,0,21,2229,111,7,7,0,0,162,1334
1,19,4,NK,331,LGA,ORD,38,13,2250,2346,8,28,0,0,116,733
1,27,5,NK,729,ORD,TPA,-4,28,1057,1404,5,-3,0,0,127,1012
1,12,4,NK,195,MCI,MCO,61,7,1650,2005,7,52,0,0,135,1072
1,3,2,NK,631,DTW,TPA,96,10,1907,2113,5,76,0,0,126,983
1,10,2,NK,770,MCO,ATL,69,16,1548,1652,13,65,0,0,64,404
1,25,3,NK,913,MCI,LAS,-7,11,624,705,6,-7,0,0,161,1139
1,16,1,NK,510,OAK,LAX,-10,10,2115,2209,25,-3,0,0,54,337
1,6,5,NK,374,BQN,FLL,16,12,445,559,6,11,0,0,134,982
1,10,2,NK,469,FLL,DFW,-1,11,755,931,11,-17,0,0,156,1119
1,5,4,NK,525,EWR,FLL,3,28,1556,1824,9,6,0,0,148,1065
1,9,1,NK,253,LAX,SEA,46,12,1843,2118,12,56,0,0,155,954
1,21,6,NK,565,DTW,ATL,0,13,1001,1203,8,16,0,0,122,594
1,4,3,NK,899,DTW,MCO,-2,34,1655,1905,11,7,0,0,130,957
1,17,2,NK,212,STT,FLL,-4,16,1729,1906,40,30,0,0,157,1107
1,29,7,NK,313,DTW,DFW,1,41,2122,2233,9,-1,0,0,131,986
1,15,7,NK,596,FLL,MSP,43,13,2253,105,5,30,0,0,192,1487
1,10,2,NK,252,MCO,ATL,7,24,731,838,13,13,0,0,67,404
1,9,1,NK,475,LGA,DTW,-6,14,1000,1128,6,-18,0,0,88,502
1,25,3,NK,311,ACY,MCO,-5,12,607,808,12,-16,0,0,121,852
1,15,7,NK,817,DFW,LAS,-7,22,1815,1851,6,1,0,0,156,1055
1,27,5,NK,511,DTW,LAS,-7,11,1043,1132,15,-18,0,0,229,1749
1,28,6,NK,199,IAH,LAS,53,14,2017,2055,7,35,0,0,158,1222
1,20,5,NK,736,LAX,ORD,-11,11,1757,2316,11,-31,0,0,199,1744
1,6,5,NK,313,DTW,DFW,0,11,2051,2220,10,-13,0,0,149,986
1,14,6,NK,742,DFW,MSP,16,14,705,848,8,-2,0,0,103,852
1,15,7,NK,563,ORD,SAN,-9,12,1053,1248,4,-17,0,0,235,1723
1,2,1,NK,563,ORD,SAN,0,13,1103,1312,3,6,0,0,249,1723
1,31,2,NK,379,ACY,MYR,-10,10,715,829,5,-15,0,0,74,466
1,21,6,NK,781,DTW,BWI,-8,20,902,1010,6,-1,0,0,68,409
1,27,5,NK,600,ATL,PHL,-9,16,1957,2124,6,-13,0,0,87,666
1,26,4,NK,683,DTW,RSW,-9,9,1253,1516,5,-29,0,0,143,1084
1,9,1,NK,810,MSY,DTW,94,9,1447,1750,10,88,0,0,123,926
1,13,5,NK,126,MYR,BOS,115,10,38,213,8,116,0,0,95,738
1,12,4,NK,992,MSY,ORD,165,10,1943,2138,7,149,0,0,115,837
1,21,6,NK,643,DTW,TPA,-9,10,801,1023,4,-14,0,0,142,983
1,29,7,NK,777,FLL,LAS,12,9,2051,2249,15,5,0,0,298,2173
1,24,2,NK,469,DFW,LAS,-8,28,1110,1146,5,5,0,0,156,1055
1,10,2,NK,565,ATL,MCO,-6,9,1248,1347,7,-18,0,0,59,404
1,18,3,NK,816,LAS,MCI,-10,14,54,523,5,3,0,0,149,1139
1,26,4,NK,641,BOS,LAS,11,33,1835,2038,5,-16,0,0,303,2381
1,31,2,NK,788,LAS,DTW,-10,15,2320,531,13,-21,0,0,191,1749
1,28,6,NK,957,LAX,OAK,-11,9,1911,2006,7,-17,0,0,55,337
1,30,1,NK,616,FLL,BOS,48,10,1636,1919,6,28,0,0,163,1237
1,17,2,NK,676,FLL,MCO,-1,10,2206,2240,10,-4,0,0,34,177
1,2,1,NK,845,DTW,FLL,-4,15,1850,2128,7,-8,0,0,158,1127
