MONTH,DAY_OF_MONTH,DAY_OF_WEEK,UNIQUE_CARRIER,FL_NUM,ORIGIN,DEST,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,ARR_DELAY,CANCELLED,DIVERTED,AIR_TIME,DISTANCE
1,20,5,B6,759,BOS,PHL,-3,14,1222,1321,12,-16,0,0,59,280
1,12,4,B6,523,JFK,LAX,-13,17,1214,1525,6,5,0,0,371,2475
1,18,3,B6,1494,MCO,HPN,0,18,1738,2002,5,13,0,0,144,972
1,22,7,B6,570,FLL,BOS,-4,18,1325,1604,6,-8,0,0,159,1237
1,5,4,B6,1989,LAS,SFO,13,22,952,1107,9,17,0,0,75,414
1,5,4,B6,959,BDL,FLL,-5,13,708,953,7,-23,0,0,165,1173
1,26,4,B6,340,SJU,STX,-10,16,1348,1408,3,-13,0,0,20,94
1,29,7,B6,1294,MCO,HPN,8,10,2046,2249,4,-7,0,0,123,972
1,20,5,B6,1586,MCO,BUF,11,13,1900,2112,4,6,0,0,132,1011
1,30,1,B6,801,MCO,SLC,-6,10,1902,2130,8,-18,0,0,268,1931
1,20,5,B6,149,JFK,PSP,18,16,1834,2057,5,-3,0,0,323,2378
1,5,4,B6,715,DCA,JAX,-11,9,1336,1512,3,-29,0,0,96,634
1,24,2,B6,705,EWR,FLL,54,14,2238,53,6,32,0,0,135,1065
1,9,1,B6,518,JFK,BOS,-5,14,1137,1222,5,-6,0,0,45,187
1,20,5,B6,529,FLL,SAN,-9,14,1734,1954,4,-15,0,0,320,2269
1,10,2,B6,1075,PVD,MCO,30,10,1526,1754,9,5,0,0,148,1072
1,17,2,B6,288,LAX,BOS,-8,10,702,1454,9,-18,0,0,292,2611
1,26,4,B6,1236,SJU,STT,-15,9,724,739,5,-21,0,0,15,68
1,10,2,B6,1137,BOS,DTW,-7,34,717,910,14,13,0,0,113,632
1,22,7,B6,433,DCA,PBI,-4,11,707,916,4,-19,0,0,129,857
1,13,5,B6,1331,BOS,LGA,-3,26,1743,1837,5,-5,0,0,54,184
1,12,4,B6,823,DCA,MCO,-1,20,1618,1815,11,-1,0,0,117,759
1,25,3,B6,358,BUR,JFK,-3,14,2140,515,5,-26,0,0,275,2465
1,29,7,B6,929,JFK,RSW,35,13,946,1245,4,25,0,0,179,1074
1,29,7,B6,475,PVD,MCO,-9,10,701,1002,11,-2,0,0,181,1072
1,12,4,B6,2224,MCO,DCA,-16,26,1459,1649,5,-3,0,0,110,759
1,31,2,B6,1171,LGA,FLL,58,56,1637,1909,9,70,0,0,152,1076
1,4,3,B6,700,LAX,FLL,63,14,1427,2130,9,41,0,0,243,2342
1,12,4,B6,223,JFK,LAX,-3,78,1000,1314,10,78,0,0,374,2475
1,10,2,B6,691,BOS,TPA,93,16,2229,123,4,75,0,0,174,1185
1,20,5,B6,1136,LGB,SFO,0,21,711,817,5,4,0,0,66,354
1,16,1,B6,808,SJU,BOS,-1,14,1555,1848,4,-4,0,0,233,1674
1,12,4,B6,915,JFK,SFO,-8,38,1631,1959,10,24,0,0,388,2586
1,22,7,B6,1901,JFK,FLL,21,23,2219,130,4,47,0,0,191,1069
1,14,6,B6,389,BOS,DCA,-15,16,920,1035,3,-21,0,0,75,399
1,11,3,B6,903,BDL,RSW,33,14,1235,1525,5,13,0,0,170,1180
1,3,2,B6,98,DEN,JFK,83,32,152,701,8,97,0,0,189,1626
1,29,7,B6,606,LGB,SEA,-4,14,845,1058,5,-18,0,0,133,965
1,19,4,B6,1460,FLL,BDL,37,11,2157,25,5,32,0,0,148,1173
1,10,2,B6,2324,MCO,DCA,-6,14,648,840,7,3,0,0,112,759
1,24,2,B6,1916,BUF,BOS,9,26,1955,2123,5,47,0,0,88,395
1,13,5,B6,741,BOS,SRQ,6,19,834,1130,3,-16,0,0,176,1220
1,16,1,B6,1253,FLL,SJU,-10,15,1605,1913,4,-12,0,0,128,1046
1,28,6,B6,498,SEA,BOS,7,16,2335,714,4,-5,0,0,279,2496
1,16,1,B6,2067,HPN,PBI,27,19,1622,1838,2,4,0,0,136,1056
1,4,3,B6,182,BNA,FLL,42,13,1717,2010,6,33,0,0,113,793
1,18,3,B6,280,LGB,LAS,-9,8,1120,1209,6,-12,0,0,49,231
1,18,3,B6,1631,SLC,LGB,22,10,1057,1122,3,12,0,0,85,588
1,22,7,B6,1652,MCO,BOS,5,9,1403,1658,10,29,0,0,175,1121
1,16,1,B6,498,SEA,BOS,36,13,1,753,4,34,0,0,292,2496
1,16,1,B6,477,JFK,JAX,-5,21,1614,1808,4,-34,0,0,114,828
1,7,6,B6,170,FLL,BOS,4,15,1817,2038,4,-22,0,0,141,1237
1,19,4,B6,672,FLL,LGA,14,27,1848,2110,21,32,0,0,142,1076
1,20,5,B6,1084,RDU,BOS,6,17,1523,1655,10,14,0,0,92,612
1,8,7,B6,119,ALB,MCO,49,10,1753,2021,12,29,0,0,148,1073
1,18,3,B6,959,BDL,FLL,-2,12,710,951,6,-26,0,0,161,1173
1,29,7,B6,380,LGB,LAS,-10,25,705,748,6,-2,0,0,43,231
1,31,2,B6,2135,SFO,LGB,-15,9,1730,1832,3,-21,0,0,62,354
1,11,3,B6,932,HOU,BOS,-8,8,1824,2246,5,-5,0,0,202,1609
1,9,1,B6,1827,EWR,MCO,98,43,952,1202,12,108,0,0,130,937
1,13,5,B6,959,BDL,FLL,-8,13,705,946,7,-30,0,0,161,1173
1,30,1,B6,365,SMF,LGB,-2,14,921,1025,7,5,0,0,64,387
1,8,7,B6,615,JFK,SFO,82,19,1321,1649,12,108,0,0,388,2586
1,15,7,B6,233,BTV,JFK,-3,20,557,648,9,-11,0,0,51,266
1,18,3,B6,205,EWR,FLL,-2,10,1435,1649,7,-38,0,0,134,1065
1,15,7,B6,1385,ROC,JFK,43,6,1418,1512,3,26,0,0,54,264
1,29,7,B6,1827,EWR,MCO,-7,12,736,1016,9,-1,0,0,160,937
1,19,4,B6,544,PBI,EWR,-8,17,1247,1511,8,-9,0,0,144,1023
1,31,2,B6,533,BDL,TPA,-9,35,1605,1838,2,-13,0,0,153,1111
1,12,4,B6,2019,ORH,FLL,-3,8,1738,2024,6,-28,0,0,166,1211
1,25,3,B6,117,BOS,JFK,-3,13,1205,1247,5,-18,0,0,42,187
1,28,6,B6,2106,FLL,EWR,24,14,1248,1511,8,15,0,0,143,1065
1,7,6,B6,341,STX,SJU,26,10,1536,1558,4,19,0,0,22,94
1,7,6,B6,672,FLL,LGA,94,20,2001,2211,45,117,0,0,130,1076
1,8,7,B6,2070,FLL,BOS,116,27,1655,1937,5,115,0,0,162,1237
1,30,1,B6,688,LAX,BOS,-5,11,2126,527,3,-11,0,0,301,2611
1,9,1,B6,2379,BOS,EWR,53,24,942,1026,13,46,0,0,44,200
1,19,4,B6,1482,RIC,BOS,-16,9,826,938,3,-23,0,0,72,474
1,24,2,B6,611,JFK,LAS,-4,19,1923,2136,7,-23,0,0,313,2248
1,10,2,B6,1726,TPA,JFK,45,14,1958,2202,4,30,0,0,124,1005
1,12,4,B6,606,LGB,SEA,11,10,856,1106,14,-1,0,0,130,965
1,8,7,B6,188,SFO,LAS,251,18,2216,2314,21,257,0,0,58,414
1,28,6,B6,602,PHX,BOS,-7,11,2333,608,9,5,0,0,275,2300
1,25,3,B6,552,SJU,TPA,-13,12,1912,2057,3,-22,0,0,165,1237
1,27,5,B6,1084,RDU,BOS,28,10,1538,1710,5,24,0,0,92,612
1,15,7,B6,66,ABQ,JFK,-5,8,2,530,6,-16,0,0,208,1826
1,24,2,B6,833,BOS,SFO,-5,25,1800,2051,13,-30,0,0,351,2704
1,22,7,B6,606,LGB,SEA,18,9,902,1117,7,3,0,0,135,965
1,15,7,B6,597,BOS,SEA,-3,20,1117,1410,7,-4,0,0,353,2496
1,1,7,B6,698,MCO,LGA,7,21,1953,2153,17,8,0,0,120,950
1,4,3,B6,781,BOS,RIC,-4,14,1204,1331,3,-12,0,0,87,474
1,23,1,B6,846,MCO,SWF,-1,20,1455,1714,4,2,0,0,139,989
1,2,1,B6,287,BOS,LAX,-5,20,715,1044,10,25,0,0,389,2611
1,7,6,B6,966,RSW,BOS,-1,13,612,828,8,-22,0,0,136,1249
1,5,4,B6,1968,PBI,HPN,41,9,2038,2254,4,29,0,0,136,1056
1,2,1,B6,1295,JFK,AUS,-2,18,2116,4,6,-10,0,0,228,1521
1,3,2,B6,2189,JFK,MCO,7,44,1550,1807,10,15,0,0,137,944
1,16,1,B6,658,FLL,CLE,-5,9,744,1004,4,-30,0,0,140,1062
1,18,3,B6,984,RDU,BOS,-10,20,1809,1958,6,17,0,0,109,612
1,19,4,B6,1126,FLL,RDU,-17,13,1818,1959,7,-18,0,0,101,680
1,27,5,B6,120,MCO,ALB,-7,9,1335,1546,2,-25,0,0,131,1073
1,1,7,B6,839,JFK,BQN,0,18,17,418,4,-21,0,0,181,1576
1,17,2,B6,1385,ROC,JFK,34,14,1417,1508,5,24,0,0,51,264
1,1,7,B6,71,JFK,SLC,-2,18,1958,2255,5,-8,0,0,297,1990
1,9,1,B6,1005,EWR,FLL,198,23,2200,17,5,171,0,0,137,1065
1,6,5,B6,915,JFK,SFO,33,18,1652,2019,11,45,0,0,387,2586
1,15,7,B6,1416,LGB,AUS,25,11,1052,1512,5,16,0,0,140,1226
1,22,7,B6,832,LGA,BOS,-1,21,1443,1522,5,-9,0,0,39,184
1,24,2,B6,1907,BOS,BNA,-5,12,1719,1834,6,-35,0,0,135,942
1,27,5,B6,466,RSW,BOS,-4,18,1302,1537,5,-5,0,0,155,1249
1,12,4,B6,822,PBI,BOS,9,13,1747,2028,5,9,0,0,161,1197
1,21,6,B6,2465,BUF,FLL,-7,13,811,1054,22,-12,0,0,163,1166
1,28,6,B6,582,HOU,JFK,-11,13,1157,1535,6,-32,0,0,158,1428
1,5,4,B6,725,SJC,LGB,-5,13,658,750,3,-15,0,0,52,324
1,16,1,B6,262,SJU,BOS,-7,12,616,905,5,-9,0,0,229,1674
1,12,4,B6,1526,BWI,BOS,8,11,2009,2113,3,8,0,0,64,369
1,18,3,B6,1626,LGB,SJC,-5,8,1116,1217,3,-12,0,0,61,324
1,13,5,B6,277,FLL,SFO,18,11,2001,2224,8,-32,0,0,323,2584
1,4,3,B6,195,BWI,FLL,-8,25,717,925,5,-13,0,0,128,925
1,9,1,B6,1790,DCA,BOS,-8,15,607,707,5,-12,0,0,60,399
1,18,3,B6,680,LGB,LAS,-12,11,1659,1744,7,-14,0,0,45,231
1,6,5,B6,703,JFK,SJU,5,39,1755,2215,5,15,0,0,200,1598
1,26,4,B6,802,SLC,MCO,104,35,205,737,5,102,0,0,212,1931
1,22,7,B6,1933,MCO,SJU,-7,15,1029,1341,4,-20,0,0,132,1189
1,1,7,B6,221,BOS,PBI,-4,15,905,1155,3,-24,0,0,170,1197
1,12,4,B6,1453,FLL,SJU,-2,14,1902,2204,4,-11,0,0,122,1046
1,30,1,B6,1089,BOS,DCA,-14,20,1635,1741,3,-30,0,0,66,399
1,5,4,B6,211,EWR,RSW,-1,30,1008,1241,2,-24,0,0,153,1068
1,10,2,B6,890,DCA,BOS,0,23,1740,1854,4,12,0,0,74,399
1,24,2,B6,1316,FLL,JAX,-3,25,1835,1932,5,7,0,0,57,319
1,5,4,B6,1582,RSW,DCA,-1,16,1140,1340,5,8,0,0,120,892
1,23,1,B6,371,LGA,FLL,-9,24,615,903,5,-7,0,0,168,1076
1,3,2,B6,76,MSY,JFK,2,17,944,1323,11,26,0,0,159,1182
1,23,1,B6,1472,FLL,LGA,63,15,2156,47,4,84,0,0,171,1076
1,9,1,B6,312,ORD,BOS,34,12,1406,1703,5,33,0,0,117,867
1,20,5,B6,1186,RDU,JFK,-1,29,2128,2239,6,5,0,0,71,427
1,28,6,B6,7,FLL,LAS,42,17,1901,2103,7,33,0,0,302,2173
1,27,5,B6,889,BOS,DCA,5,16,1404,1513,2,-9,0,0,69,399
1,12,4,B6,116,JFK,SYR,43,11,1156,1242,4,33,0,0,46,209
1,23,1,B6,1446,CLT,BOS,62,17,1909,2048,7,65,0,0,99,728
1,3,2,B6,1083,BOS,RDU,29,17,1301,1450,3,32,0,0,109,612
1,14,6,B6,690,MCO,JFK,84,10,2322,129,8,88,0,0,127,944
1,21,6,B6,842,SAV,JFK,3,13,1024,1157,8,1,0,0,93,718
1,23,1,B6,512,AUS,FLL,-10,13,1103,1408,9,-14,0,0,125,1105
1,17,2,B6,1467,HPN,PBI,-9,11,632,844,3,-42,0,0,132,1056
1,22,7,B6,1822,LGB,PDX,165,9,2147,2334,4,143,0,0,107,846
1,15,7,B6,1580,FLL,DCA,58,13,1643,1855,4,63,0,0,132,899
1,25,3,B6,1232,LGA,BOS,-13,51,1818,1851,5,-9,0,0,33,184
1,21,6,B6,72,SLC,JFK,27,14,2328,521,6,22,0,0,233,1990
1,15,7,B6,570,FLL,BOS,6,12,1329,1613,5,0,0,0,164,1237
1,10,2,B6,69,BOS,FLL,-2,17,750,1036,5,-31,0,0,166,1237
1,3,2,B6,395,HPN,MCO,-11,12,1031,1253,9,-18,0,0,142,972
1,24,2,B6,488,LAX,BOS,-9,16,1152,1951,6,-11,0,0,299,2611
1,16,1,B6,753,JFK,PBI,-4,24,2007,2222,3,-34,0,0,135,1028
1,11,3,B6,1906,BNA,BOS,-11,12,2003,2304,5,-22,0,0,121,942
1,5,4,B6,24,LAX,JFK,-6,14,638,1411,4,-36,0,0,273,2475
1,18,3,B6,1383,BOS,RDU,-6,17,846,1023,3,-21,0,0,97,612
1,15,7,B6,813,HPN,FLL,14,11,1905,2144,10,9,0,0,159,1097
1,20,5,B6,801,MCO,SLC,-3,12,1907,2128,4,-24,0,0,261,1931
1,7,6,B6,1936,LGB,SFO,76,29,1339,1444,5,85,0,0,65,354
1,13,5,B6,1109,BOS,JAX,7,17,824,1045,4,-20,0,0,141,1010
1,3,2,B6,261,BOS,SJU,28,19,42,557,3,67,0,0,255,1674
1,2,1,B6,428,MCO,EWR,61,14,2314,115,12,65,0,0,121,937
1,4,3,B6,2269,BOS,FLL,8,30,1244,1542,5,3,0,0,178,1237
1,9,1,B6,888,SFO,LAS,52,41,1445,1545,8,68,0,0,60,414
1,31,2,B6,98,DEN,JFK,-5,12,6,503,5,-28,0,0,177,1626
1,2,1,B6,1059,BOS,PHL,96,27,1744,1850,11,99,0,0,66,280
1,11,3,B6,2006,FLL,EWR,-3,10,618,839,5,-12,0,0,141,1065
1,31,2,B6,1410,JAX,BOS,39,12,1312,1520,5,39,0,0,128,1010
1,21,6,B6,543,EWR,PBI,-11,15,1613,1829,17,-21,0,0,136,1023
1,11,3,B6,425,JFK,TPA,-6,13,607,837,5,-19,0,0,150,1005
1,9,1,B6,932,HOU,BOS,-6,7,1825,2254,5,3,0,0,209,1609
1,24,2,B6,1979,DCA,FLL,-3,31,1633,1833,4,-13,0,0,120,899
1,30,1,B6,87,ALB,FLL,-3,10,1321,1611,5,-21,0,0,170,1204
1,21,6,B6,1404,SJU,JFK,17,9,1126,1411,5,18,0,0,225,1598
1,10,2,B6,722,PBI,BOS,-4,10,1129,1418,5,4,0,0,169,1197
1,30,1,B6,126,BWI,BOS,-6,8,1502,1600,4,-17,0,0,58,369
1,5,4,B6,651,TPA,SJU,-9,13,633,1001,6,-11,0,0,148,1237
1,8,7,B6,1460,FLL,BDL,144,16,2349,225,5,152,0,0,156,1173
1,26,4,B6,161,JFK,SMF,-8,27,1954,2206,5,-56,0,0,312,2521
1,10,2,B6,1185,JFK,RDU,1,31,1600,1713,3,-5,0,0,73,427
1,30,1,B6,1417,AUS,LGB,4,10,1557,1637,3,-15,0,0,160,1226
1,9,1,B6,1633,BTV,JFK,-4,9,1120,1211,8,-15,0,0,51,266
1,10,2,B6,1197,PVD,FLL,41,8,1741,2027,30,35,0,0,166,1188
1,9,1,B6,1317,BOS,JFK,17,14,1928,2011,8,3,0,0,43,187
1,6,5,B6,585,ROC,JFK,-2,8,1914,2012,8,-11,0,0,58,264
1,19,4,B6,101,FLL,LAX,18,14,2009,2234,7,9,0,0,325,2342
1,19,4,B6,1436,LGB,SFO,-6,36,1805,1910,8,16,0,0,65,354
1,16,1,B6,725,SJC,LGB,-6,12,656,751,3,-14,0,0,55,324
1,16,1,B6,1137,BOS,DTW,-5,41,726,922,8,19,0,0,116,632
1,1,7,B6,1888,MCO,ORH,22,11,1323,1545,5,23,0,0,142,1091
1,23,1,B6,1332,LGA,BOS,-2,87,2100,2137,5,44,0,0,37,184
1,19,4,B6,34,JFK,BTV,-10,16,1712,1801,5,-21,0,0,49,266
1,2,1,B6,616,SFO,JFK,52,21,1558,2330,10,28,0,0,272,2586
1,1,7,B6,1347,DCA,SJU,-1,17,901,1333,8,5,0,0,212,1554
1,21,6,B6,90,SAN,JFK,-5,14,2118,455,6,-15,0,0,277,2446
1,15,7,B6,1853,FLL,SJU,29,16,2234,143,4,29,0,0,129,1046
1,8,7,B6,916,SFO,JFK,110,17,1802,132,4,75,0,0,270,2586
1,27,5,B6,8,LAS,FLL,10,16,2154,444,5,-10,0,0,230,2173
1,15,7,B6,1125,RDU,FLL,-8,20,932,1112,34,18,0,0,100,680
1,11,3,B6,1511,EWR,RSW,4,16,1538,1810,4,-18,0,0,152,1068
1,1,7,B6,1083,BOS,RDU,-6,11,1220,1403,5,-13,0,0,103,612
1,29,7,B6,126,BWI,BOS,-3,11,1508,1608,6,-7,0,0,60,369
1,21,6,B6,465,BOS,RSW,-7,10,603,918,5,-29,0,0,195,1249
1,25,3,B6,1124,LAX,JFK,0,11,2128,457,5,-30,0,0,269,2475
1,29,7,B6,1109,BOS,JAX,-6,12,806,1056,5,-8,0,0,170,1010
1,21,6,B6,1925,SJC,LGB,0,11,1848,1938,2,-15,0,0,50,324
1,4,3,B6,1822,LGB,PDX,16,9,1918,2123,5,13,0,0,125,846
1,28,6,B6,552,SJU,TPA,-14,9,1908,2048,6,-28,0,0,160,1237
1,27,5,B6,1036,SJU,STT,75,9,1754,1811,3,68,0,0,17,68
1,31,2,B6,1036,SJU,STT,-4,7,1633,1648,4,-14,0,0,15,68
1,30,1,B6,1273,JFK,CHS,-5,24,719,859,9,-11,0,0,100,636
1,25,3,B6,536,FLL,SWF,-8,12,1530,1801,6,-16,0,0,151,1118
1,1,7,B6,2302,JFK,BUF,2,20,1447,1547,3,-1,0,0,60,301
1,10,2,B6,1076,MCO,PVD,-8,33,1151,1412,8,15,0,0,141,1072
1,12,4,B6,886,RDU,JFK,-4,13,1032,1147,10,9,0,0,75,427
1,21,6,B6,107,SEA,LGB,41,13,1257,1459,4,29,0,0,122,965
1,19,4,B6,87,ALB,FLL,-2,11,1323,1601,5,-31,0,0,158,1204
1,12,4,B6,566,FLL,ORD,54,18,2216,2356,14,54,0,0,160,1182
1,23,1,B6,675,JFK,MSY,-10,16,642,823,7,-34,0,0,161,1182
1,15,7,B6,299,LGA,MCO,-6,20,1614,1826,14,-37,0,0,132,950
1,2,1,B6,907,BOS,STT,10,17,1139,1559,4,-6,0,0,200,1693
1,27,5,DL,1914,ATL,DCA,2,19,1420,1533,4,-3,0,0,73,547
1,1,7,DL,765,JAX,ATL,-2,11,939,1029,10,-6,0,0,50,270
1,23,1,DL,996,MSP,SFO,44,23,1042,1228,28,49,0,0,226,1589
1,29,7,DL,715,DCA,MSP,-9,12,1056,1202,2,-43,0,0,126,931
1,23,1,DL,1503,DTW,RSW,-3,12,1020,1235,3,-42,0,0,135,1084
1,26,4,DL,1592,SAN,ATL,-4,19,645,1302,14,-33,0,0,197,1892
1,12,4,DL,2360,SLC,DCA,0,38,1736,2246,4,-9,0,0,190,1851
1,3,2,DL,941,DTW,BNA,-5,14,2219,2238,5,-13,0,0,79,456
1,23,1,DL,1972,AUS,JFK,-4,14,815,1242,4,2,0,0,207,1521
1,29,7,DL,922,SJU,ATL,-5,12,822,1044,5,-27,0,0,202,1547
1,10,2,DL,477,JFK,ATL,-2,20,1803,2000,16,-12,0,0,117,760
1,2,1,DL,1353,ATL,PNS,-1,26,1119,1109,4,0,0,0,50,271
1,9,1,DL,1189,BWI,SLC,8,11,1654,1937,7,10,0,0,283,1865
1,20,5,DL,306,RSW,DTW,-19,18,1759,2032,7,-19,0,0,153,1084
1,1,7,DL,2255,DTW,LGA,-3,14,845,956,13,-15,0,0,71,502
1,30,1,DL,2247,ECP,ATL,32,9,1846,2030,6,7,0,0,44,240
1,17,2,DL,743,DEN,SLC,-7,12,1135,1230,3,-33,0,0,55,391
1,23,1,DL,1811,MSP,MKE,9,48,1832,1923,6,30,0,0,51,297
1,28,6,DL,2844,ATL,CVG,0,13,2239,2338,4,-5,0,0,59,373
1,11,3,DL,1638,PBI,ATL,-4,15,556,719,4,-12,0,0,83,545
1,29,7,DL,2512,HSV,ATL,-4,9,640,812,6,-27,0,0,32,151
1,20,5,DL,1134,PBI,ATL,-4,11,1107,1225,8,-23,0,0,78,545
1,10,2,DL,760,ATL,SMF,0,14,957,1210,7,18,0,0,313,2092
1,18,3,DL,786,ATL,MCO,-2,23,2018,2118,10,-6,0,0,60,404
1,13,5,DL,1148,ATL,CVG,-2,10,736,833,3,-13,0,0,57,373
1,10,2,DL,968,MEM,MSP,-2,11,709,847,7,-25,0,0,98,700
1,11,3,DL,559,ATL,SJU,-1,16,1005,1405,3,-11,0,0,180,1547
1,9,1,DL,990,MSP,LAX,54,31,1545,1737,37,109,0,0,232,1535
1,28,6,DL,1600,PBI,LGA,-2,12,1709,1920,6,-27,0,0,131,1035
1,15,7,DL,2668,LGA,BOS,-1,27,1625,1702,10,-9,0,0,37,184
1,26,4,DL,1186,JAX,ATL,7,17,1254,1340,8,0,0,0,46,270
1,26,4,DL,24,MIA,ATL,4,17,1606,1737,8,-5,0,0,91,594
1,5,4,DL,2180,MEM,ATL,-7,13,1209,1359,7,-24,0,0,50,332
1,12,4,DL,1148,ATL,CVG,-1,15,742,842,6,-1,0,0,60,373
1,3,2,DL,1212,HNL,LAX,25,19,2226,448,11,-16,0,0,262,2556
1,17,2,DL,1868,AUS,ATL,-3,17,1109,1345,8,-11,0,0,96,813
1,27,5,DL,2490,ATL,CVG,0,18,1228,1329,6,-1,0,0,61,373
1,4,3,DL,1656,PBI,ATL,18,15,1413,1534,9,5,0,0,81,545
1,24,2,DL,2438,ATL,BMI,-6,27,2155,2218,5,3,0,0,83,533
1,30,1,DL,2254,LAX,ATL,-1,10,539,1235,12,6,0,0,236,1946
1,8,7,DL,1625,ATL,SAV,2,12,2344,23,6,-2,0,0,39,214
1,22,7,DL,2049,ATL,SFO,0,24,854,1056,10,12,0,0,302,2139
1,26,4,DL,2379,RDU,DTW,-5,17,1307,1435,4,-11,0,0,88,501
1,12,4,DL,157,SFO,ATL,56,15,1310,1957,9,25,0,0,227,2139
1,11,3,DL,1715,DTW,ATL,0,13,1041,1211,10,-25,0,0,90,594
1,31,2,DL,1666,MLB,ATL,-5,17,1142,1251,7,-17,0,0,69,442
1,25,3,DL,833,RDU,ATL,0,28,848,949,10,5,0,0,61,356
1,12,4,DL,1793,SAN,MSP,34,42,1546,2033,3,25,0,0,167,1532
1,11,3,DL,2435,ATL,SAT,-5,13,843,1006,6,-10,0,0,143,874
1,27,5,DL,2410,ATL,TLH,-2,28,1132,1214,2,4,0,0,42,223
1,28,6,DL,2075,MCI,ATL,-6,9,1243,1513,5,-24,0,0,90,692
1,3,2,DL,2166,MLB,ATL,-2,18,606,721,7,2,0,0,75,442
1,14,6,DL,2363,CID,ATL,-7,14,547,816,6,-40,0,0,89,694
1,25,3,DL,325,DTW,ATL,-2,14,1402,1542,6,-12,0,0,100,594
1,16,1,DL,1261,ATL,SAN,-1,32,2151,2311,3,-4,0,0,260,1892
1,11,3,DL,1513,DTW,ATL,0,9,1643,1819,4,-25,0,0,96,594
1,22,7,DL,354,LGA,MCO,-6,41,945,1207,6,-19,0,0,142,950
1,19,4,DL,2247,ECP,ATL,-6,20,1819,1959,14,-16,0,0,40,240
1,11,3,DL,1235,FLL,DTW,-7,17,1340,1618,5,-16,0,0,158,1127
1,27,5,DL,2422,CLT,ATL,11,33,1007,1054,7,16,0,0,47,226
1,2,1,DL,926,STT,ATL,2,11,812,1058,10,5,0,0,226,1599
1,20,5,DL,1196,LAX,OGG,4,33,902,1231,4,1,0,0,329,2486
1,20,5,DL,940,MEM,DTW,-4,11,621,842,8,-20,0,0,81,610
1,23,1,DL,1409,ATL,LAS,10,27,1022,1154,8,41,0,0,272,1747
1,18,3,DL,1659,ATL,LIT,-2,15,1428,1438,2,-15,0,0,70,453
1,29,7,DL,19,DTW,BWI,204,62,49,150,7,229,0,0,61,409
1,23,1,DL,411,ATL,IAH,57,20,1041,1118,5,44,0,0,97,689
1,23,1,DL,1621,ATL,SAV,-6,18,2232,2309,8,-2,0,0,37,214
1,30,1,DL,1150,LAX,ATL,-3,13,1655,2346,7,-9,0,0,231,1946
1,31,2,DL,1520,IAD,ATL,-7,14,602,728,3,-23,0,0,86,534
1,7,6,DL,1671,ATL,FLL,249,13,2157,2324,12,246,0,0,87,581
1,10,2,DL,1707,DTW,RDU,76,15,2139,2257,5,59,0,0,78,501
1,11,3,DL,661,ATL,STT,-3,22,1129,1528,4,-16,0,0,179,1599
1,18,3,DL,2317,IAD,ATL,4,16,1232,1351,7,-17,0,0,79,534
1,5,4,DL,2391,BOS,MSP,60,25,1800,1949,5,49,0,0,169,1124
1,8,7,DL,2427,IAH,ATL,53,17,930,1202,9,52,0,0,92,689
1,17,2,DL,945,IAH,MSP,-7,16,639,849,7,-29,0,0,130,1034
1,14,6,DL,1317,LAX,LIH,36,16,1757,2120,5,3,0,0,323,2615
1,1,7,DL,228,MCO,CVG,-4,9,1320,1502,4,-20,0,0,102,757
1,24,2,DL,1145,ANC,SEA,-18,26,43,437,4,-26,0,0,174,1448
1,6,5,DL,1364,MCI,ATL,9,14,1914,2143,8,0,0,0,89,692
1,11,3,DL,769,ATL,MKE,-3,17,2251,2324,6,-15,0,0,93,669
1,22,7,DL,1107,CHS,ATL,186,24,2025,2122,6,184,0,0,57,259
1,19,4,DL,2042,EWR,ATL,-7,15,1653,1839,6,-40,0,0,106,746
1,24,2,DL,1692,ATL,SAN,1,19,830,1003,5,1,0,0,273,1892
1,11,3,DL,1461,MIA,ATL,-3,14,801,927,10,-12,0,0,86,594
1,3,2,DL,2169,ATL,CMH,-5,15,1655,1800,4,-11,0,0,65,447
1,25,3,DL,2341,MSP,OMA,-7,27,2230,2322,4,5,0,0,52,282
1,2,1,DL,2137,LAX,LAS,0,23,1728,1818,5,1,0,0,50,236
1,31,2,DL,1104,HNL,SLC,107,21,8,812,8,66,0,0,304,2994
1,9,1,DL,1790,SAT,ATL,185,14,1651,1940,10,176,0,0,109,874
1,9,1,DL,1208,ATL,BOS,0,8,1353,1604,8,-8,0,0,131,946
1,30,1,DL,176,DFW,ATL,13,12,1510,1747,10,7,0,0,97,731
1,9,1,DL,2352,MIA,JFK,13,20,1258,1558,12,41,0,0,180,1089
1,12,4,DL,952,SLC,SNA,114,34,1928,2005,10,136,0,0,97,588
1,12,4,DL,1692,SAN,ATL,-1,17,1128,1801,6,-23,0,0,213,1892
1,12,4,DL,1118,ATL,DEN,1,12,1353,1446,15,-6,0,0,173,1199
1,5,4,DL,1891,TPA,ATL,-9,17,1153,1259,6,-20,0,0,66,406
1,21,6,DL,1511,DTW,DEN,-4,17,843,911,12,-28,0,0,148,1123
1,23,1,DL,2321,MIA,MSP,-3,15,642,900,13,-20,0,0,198,1501
1,5,4,DL,1955,LGA,ATL,-3,10,2002,2208,4,-32,0,0,126,762
1,13,5,DL,1733,ATL,ECP,0,12,947,928,4,-8,0,0,41,240
1,9,1,DL,219,SJC,SLC,10,14,1849,2106,7,-6,0,0,77,584
